kind,id,field,lang,text
entity,schneider,why_irreplaceable,en,"A direct analogue of the first power supplier. Having two or three makes the layer competitive, and the constraint is delivery time rather than choice."
entity,schrodinger,why_irreplaceable,en,Another industry application with a long payback cycle. The number of such examples matters more than any one of them.
entity,sequoia,why_irreplaceable,en,"Money is replaceable by money: a fund's value is in deal access and speed, not in the irreplaceability of its capital."
entity,servicenow,why_irreplaceable,en,Proof of payback in the enterprise segment: models are embedded in processes companies already pay for.
entity,sglang,why_irreplaceable,en,A direct competitor to the first engine. That two exist means this layer is competitive rather than locked.
entity,shin-etsu,why_irreplaceable,en,"Wafers and photoresist are consumed on every chip. There are few suppliers, and requalifying a material in a fab takes a year or more."
entity,siemens,why_irreplaceable,en,It shows the use case in physical manufacturing rather than software. For the map that is proof that demand reaches beyond the internet companies.
entity,siemens-eda,why_irreplaceable,en,It holds particular niches in verification and manufacturing preparation. It is not a full replacement for the first two.
entity,siemens-energy,why_irreplaceable,en,"The second of three companies able to build large turbines and transformers. The constraint is manufacturing capacity, not technology."
entity,singapore,why_irreplaceable,en,"Meaningful shipment volumes move through the region, which is why it came into focus for re-export checks."
entity,sk-hynix,why_irreplaceable,en,"First on the anchor's memory supplier list and the leader in HBM. A new memory generation qualifies over years, so the supplier cannot be changed within a generation."
entity,snowflake,why_irreplaceable,en,"Corporate data is the thing the labs do not have. This platform makes it usable for training, and that is its role on the map."
entity,softbank,why_irreplaceable,en,Capital of this size behind a single project is hard to find: it is not a venture cheque but a commitment to fund construction years ahead.
entity,south-korea,why_irreplaceable,en,"HBM — stacked memory sitting beside the chip — is made by three companies, two of them here. Moving memory production is a matter of years and tens of billions."
entity,supermicro,why_irreplaceable,en,The value is in time to market: products are designed jointly with the processor makers before a platform ships. But others can build a rack too.
entity,synopsys,why_irreplaceable,en,"A duopoly with Cadence. Design methodology is wired into engineers' processes, and changing tool set means years of retraining and rewriting."
entity,taiwan,why_irreplaceable,en,"An equivalent fab takes seven to ten years to build. Production transfers have been announced, but the leading-edge nodes stay here."
entity,tensorrt,why_irreplaceable,en,"The anchor's own tool, running only on its hardware. It raises the cost of leaving: moving a model means losing this optimisation."
entity,thrive,why_irreplaceable,en,"Billion-dollar late-stage rounds are a narrow segment, but even there several investors operate."
entity,tokyo-electron,why_irreplaceable,en,"One of the three equipment suppliers. Some operations only it performs, but for most there are alternatives."
entity,triton,why_irreplaceable,en,An intermediate layer that in theory loosens the tie to the programming environment. For now it still runs best on that same environment.
entity,tsmc,why_irreplaceable,en,"Its process rules are wired into the chip's own layout, so moving to another foundry means redesigning it. Equivalent production takes seven years or more to build."
entity,usa,why_irreplaceable,en,The chain cannot be taken out from under American law: the rules follow the technology into any country that uses it.
entity,vertiv,why_irreplaceable,en,It co-develops power and cooling for future platforms. This is not hardware supply but agreeing the thermal profile before the product ships.
entity,vllm,why_irreplaceable,en,"It became the common denominator for serving models. It supports varied hardware, and that is precisely why it lowers the tie to any one vendor."
entity,wistron,why_irreplaceable,en,A direct alternative to the first assembler. The existence of a second and third contractor is exactly what makes this layer replaceable.
entity,xai,why_irreplaceable,en,It proved a cluster of hundreds of thousands of accelerators can be assembled in months. That is an important proof of speed for the whole industry.
edge,amazon__anthropic__supplies,risk_mitigation,en,The lab runs three silicon platforms at once.
edge,amazon__cuda__locks_in_platforms,risk_mitigation,en,In-house accelerators with their own environment — an attempt to break the lock.
edge,amazon__nvidia__customer_of,risk_mitigation,en,Revenue is spread across several clouds.
edge,amazon__nvidia__threatens,risk_mitigation,en,The software ecosystem remains the anchor's advantage.
edge,amd__cuda__could_disrupt,risk_mitigation,en,The competitor's open environment still trails badly on ecosystem.
edge,amd__cuda__is_alternative_to,risk_mitigation,en,"The path exists, but the volume of code written for it does not compare."
edge,amd__nvidia__competes_with,risk_mitigation,en,The advantage is software: the competitor has no comparable programming environment.
edge,amd__pytorch__enables,risk_mitigation,en,The ROCm ecosystem is visibly smaller than NVIDIA's environment.
edge,amd__tsmc__manufactures,risk_mitigation,en,A second foundry for part of the product line.
edge,amkor__nvidia__packages,risk_mitigation,en,Several independent packaging contractors.
edge,anthropic__nvidia__validates_demand,risk_mitigation,en,The lab trains partly on other vendors' accelerators.
edge,applied-materials__tsmc__supplies,risk_mitigation,en,Three equipment suppliers share the market.
edge,arista__microsoft__supplies,risk_mitigation,en,The customer base is concentrated in two accounts.
edge,arista__nvidia__competes_with,risk_mitigation,en,The anchor's own networking platform is sold together with the accelerators.
edge,arm__intel__competes_with,risk_mitigation,en,Its own architecture is being refreshed for AI workloads.
edge,arm__nvidia__supplies,risk_mitigation,en,In-house processor cores and an open architecture as the alternative.
edge,ase__nvidia__packages,risk_mitigation,en,Several independent packaging contractors.
edge,asml__tsmc__supplies,risk_mitigation,en,Tools bought ahead of time; there is no alternative lithography at this class.
edge,astera-labs__nvidia__optimizes_for,risk_mitigation,en,The function can be pulled into the switch silicon.
edge,bis__nvidia__export_controlled_by,risk_mitigation,en,"Compliance with the rules, plus separate product versions built to the licence thresholds."
edge,bloom-energy__oracle__supplies,risk_mitigation,en,A grid connection remains the alternative.
edge,boyd__nvidia__supplies,risk_mitigation,en,There are several thermal-materials suppliers.
edge,broadcom__nvidia__threatens,risk_mitigation,en,General-purpose accelerators stay more flexible than silicon custom-built for one job.
edge,brookfield__amazon__supplies,risk_mitigation,en,There are several suppliers of clean capacity.
edge,cadence__nvidia__enables,risk_mitigation,en,A duopoly in design tools.
edge,cadence__synopsys__competes_with,risk_mitigation,en,The duopoly is stable: the third supplier covers niches only.
edge,cfius__mgx__controls_access_to,risk_mitigation,en,Deals structured with the review in mind.
edge,cfius__nvidia__controls_access_to,risk_mitigation,en,Deals cleared in advance.
edge,china__nvidia__subject_to_restriction,risk_mitigation,en,Sales redirected to other countries; versions shipped to fit the licence thresholds.
edge,chips-act__intel__controls_access_to,risk_mitigation,en,The sources funding construction are diversified.
edge,coherent__nvidia__supplies,risk_mitigation,en,There are several optical-module suppliers.
edge,constellation__microsoft__supplies,risk_mitigation,en,A twenty-year contract fixes the supply.
edge,coreweave__nvidia__proves_roi,risk_mitigation,en,The model rests on two customers.
edge,credo__nvidia__optimizes_for,risk_mitigation,en,Clusters moving to optics reduces the role of active copper.
edge,cuda__huggingface__locks_in_developers,risk_mitigation,en,Support for other vendors' accelerators in the hub is growing.
edge,cuda__nvidia__defines_category,risk_mitigation,en,The industry thinks about AI compute in the terms the anchor set.
edge,cuda__nvidia__locks_in_platforms,risk_mitigation,en,Opening part of the stack lowers the risk of rejection.
edge,cuda__pytorch__locks_in_developers,risk_mitigation,en,Open compilers and portable layers gradually loosen the tie.
edge,databricks__nvidia__proves_roi,risk_mitigation,en,Hyperscalers build the same functionality into their own clouds.
edge,deepseek__cuda__could_disrupt,risk_mitigation,en,Cheaper training raises demand for serving models.
edge,deepseek__nvidia__threatens,risk_mitigation,en,Cheaper training raises overall demand for serving models.
edge,delta-electronics__nvidia__optimizes_for,risk_mitigation,en,There are several rack-power suppliers.
edge,digital-realty__nvidia__enables,risk_mitigation,en,There are several site operators.
edge,eaton__microsoft__supplies,risk_mitigation,en,Three or four power suppliers; the constraint is delivery time.
edge,equinix__nvidia__enables,risk_mitigation,en,There are several site operators.
edge,eu-ai-act__openai__subject_to_restriction,risk_mitigation,en,Models and documentation brought into compliance.
edge,eu__nvidia__subject_to_restriction,risk_mitigation,en,Products and documentation adapted to the regulation's requirements.
edge,fabrinet__nvidia__integrates,risk_mitigation,en,There are several contract optics assemblers.
edge,foxconn__nvidia__integrates,risk_mitigation,en,Three or four assembly contractors share the volume.
edge,ge-vernova__microsoft__supplies,risk_mitigation,en,The queue for large turbines is booked years out.
edge,google-cloud__anthropic__supplies,risk_mitigation,en,The lab deliberately runs three silicon platforms at once.
edge,google-deepmind__nvidia__threatens,risk_mitigation,en,General-purpose accelerators stay more flexible for new architectures.
edge,google__anthropic__supplies,risk_mitigation,en,The lab deliberately runs three silicon platforms at once.
edge,google__nvidia__customer_of,risk_mitigation,en,Its own accelerator covers part of the internal workload.
edge,google__nvidia__threatens,risk_mitigation,en,General-purpose accelerators stay more flexible for new model architectures.
edge,huggingface__nvidia__validates_demand,risk_mitigation,en,The hub supports other vendors' accelerators too.
edge,intel__nvidia__diversifies_supply,risk_mitigation,en,The American manufacturing alternative remains the fallback.
edge,japan__shin-etsu__geopolitically_dependent,risk_mitigation,en,A second source of wafers and resist.
edge,japan__tsmc__controls_access_to,risk_mitigation,en,Materials can be requalified with other suppliers in two to three years.
edge,kioxia__nvidia__supplies,risk_mitigation,en,"There are several storage suppliers, and switching takes weeks."
edge,kla__tsmc__supplies,risk_mitigation,en,The alternatives in inspection are visibly weaker on precision.
edge,lam-research__micron__supplies,risk_mitigation,en,Three equipment suppliers share the market.
edge,lam-research__samsung__supplies,risk_mitigation,en,Three equipment suppliers share the market.
edge,lam-research__sk-hynix__supplies,risk_mitigation,en,Three equipment suppliers share the market.
edge,lam-research__tsmc__supplies,risk_mitigation,en,Three equipment suppliers share the market.
edge,lite-on__supermicro__supplies,risk_mitigation,en,There are many power-supply vendors.
edge,marvell__nvidia__threatens,risk_mitigation,en,Custom silicon loses on flexibility and on software.
edge,meta__cuda__locks_in_platforms,risk_mitigation,en,The company's own silicon covers part of inference.
edge,meta__nvidia__customer_of,risk_mitigation,en,Its own silicon does not yet cover training.
edge,meta__nvidia__validates_demand,risk_mitigation,en,The company builds its own silicon for part of the workload.
edge,mgx__openai__invests_in,risk_mitigation,en,Sovereign capital deals go through CFIUS review.
edge,micron__nvidia__supplies,risk_mitigation,en,A second and third source of memory.
edge,microsoft__coreweave__customer_of,risk_mitigation,en,A second large customer and the listing reduce the dependence.
edge,microsoft__cuda__locks_in_platforms,risk_mitigation,en,The hyperscaler's own silicon — an attempt to loosen the lock.
edge,microsoft__nebius__customer_of,risk_mitigation,en,A five-year contract fixes the volume.
edge,microsoft__nvidia__customer_of,risk_mitigation,en,Revenue is spread across several clouds.
edge,microsoft__nvidia__threatens,risk_mitigation,en,Its own silicon still covers only a narrow set of workloads.
edge,nccl__nvidia__locks_in_platforms,risk_mitigation,en,Portable collective-operations libraries are still visibly weaker.
edge,netherlands__asml__export_controlled_by,risk_mitigation,en,Licences agreed with the government; shipments to permitted jurisdictions.
edge,netherlands__tsmc__controls_access_to,risk_mitigation,en,Licences are granted to allied jurisdictions; shipments continue under supervision.
edge,nim__nvidia__locks_in_platforms,risk_mitigation,en,Open engines cover the same job for free.
edge,nvent__nvidia__optimizes_for,risk_mitigation,en,There are several liquid-cooling suppliers.
edge,nvidia__arm__diversifies_supply,risk_mitigation,en,In-house processor cores as an alternative to someone else's instruction set.
edge,nvidia__china__subject_to_restriction,risk_mitigation,en,Revenue diversified across regions.
edge,nvidia__coreweave__hedges_against,risk_mitigation,en,A hedge against the giant clouds monopolising compute rental: an independent cloud has to survive.
edge,nvidia__coreweave__supplies,risk_mitigation,en,Customer contracts explicitly require the anchor's accelerators.
edge,nvidia__crusoe__hedges_against,risk_mitigation,en,A hedge against power scarcity capping accelerator demand.
edge,nvidia__google__competes_with,risk_mitigation,en,"The proprietary interconnect was opened to other accelerators, to keep them inside its own fabric."
edge,nvidia__huggingface__hedges_against,risk_mitigation,en,A hedge against the model ecosystem moving to other vendors' accelerators.
edge,nvidia__lambda__hedges_against,risk_mitigation,en,A hedge against a hyperscaler monopoly on renting accelerators.
edge,nvidia__micron__diversifies_supply,risk_mitigation,en,A third memory supplier outside Korea.
edge,nvidia__microsoft__supplies,risk_mitigation,en,Buyers are diversified: there are several clouds.
edge,nvidia__nebius__hedges_against,risk_mitigation,en,"A hedge against a hyperscaler monopoly, this time in a European jurisdiction."
edge,nvidia__nventures__hedges_against,risk_mitigation,en,A hedge against the ecosystem closing around the hyperscalers: the money goes where leaving would cost most.
edge,nvidia__openai__hedges_against,risk_mitigation,en,A hedge against the largest buyer moving to the clouds' custom silicon.
edge,nvidia__openai__invests_in,risk_mitigation,en,"The investment is disclosed as capacity comes online, not all at once."
edge,nvidia__samsung__diversifies_supply,risk_mitigation,en,A second foundry lowers the dependence on one territory.
edge,nvidia__supermicro__supplies,risk_mitigation,en,There are several rack integrators.
edge,nvidia__tsmc__co_designs,risk_mitigation,en,A joint process roadmap several generations ahead.
edge,oklo__equinix__strategic_partner,risk_mitigation,en,The agreement is non-binding.
edge,oklo__vertiv__strategic_partner,risk_mitigation,en,"For now this is exploration of options, not supply."
edge,openai__coreweave__customer_of,risk_mitigation,en,A contract to 2031 fixes the volume.
edge,openai__microsoft__strategic_partner,risk_mitigation,en,The lab widened its set of cloud partners.
edge,openai__nvidia__customer_of,risk_mitigation,en,Demand is spread across several labs.
edge,openai__nvidia__path_dependent_on,risk_mitigation,en,The lab develops its own compiler as a way out.
edge,openai__nvidia__validates_demand,risk_mitigation,en,"If demand runs into a payback ceiling, the proof weakens."
edge,openai__oracle__customer_of,risk_mitigation,en,Capacity is spread across several clouds.
edge,pytorch__cuda__path_dependent_on,risk_mitigation,en,"Support for other vendors' accelerators is developing, but trails."
edge,pytorch__nvidia__validates_demand,risk_mitigation,en,"The library supports other vendors' accelerators too, but less well."
edge,quanta__nvidia__integrates,risk_mitigation,en,A third assembly contractor.
edge,recursion__nvidia__proves_use_case,risk_mitigation,en,The models' clinical results are not yet confirmed.
edge,samsung__nvidia__supplies,risk_mitigation,en,A second source in both memory and chip manufacturing.
edge,sandisk__nvidia__supplies,risk_mitigation,en,There are several storage suppliers.
edge,shin-etsu__tsmc__supplies,risk_mitigation,en,A second supplier of wafers and resist.
edge,siemens-eda__nvidia__enables,risk_mitigation,en,The third design-tool supplier covers particular niches.
edge,siemens-energy__equinix__supplies,risk_mitigation,en,Three makers build large turbines.
edge,singapore__nvidia__controls_access_to,risk_mitigation,en,End-customer screening through the supply chain.
edge,sk-hynix__nvidia__supplies,risk_mitigation,en,Three memory suppliers instead of one; long-term agreements.
edge,south-korea__samsung__geopolitically_dependent,risk_mitigation,en,Fab construction in the US.
edge,south-korea__sk-hynix__geopolitically_dependent,risk_mitigation,en,Memory production expanded in the US.
edge,synopsys__nvidia__enables,risk_mitigation,en,A duopoly in design tools; changing methodology costs years.
edge,taiwan__nvidia__geopolitically_dependent,risk_mitigation,en,"A second foundry, plus moving part of production to the US."
edge,taiwan__tsmc__geopolitically_dependent,risk_mitigation,en,Fabs in the US and Japan reduce the concentration but do not remove it.
edge,taiwan__usa__geopolitically_dependent,risk_mitigation,en,CHIPS Act subsidies pay for moving part of production to the US.
edge,tensorrt__nvidia__locks_in_platforms,risk_mitigation,en,Open optimisers are catching up on speed.
edge,triton__cuda__could_disrupt,risk_mitigation,en,The compiler still runs best on the very environment it is meant to replace.
edge,tsmc__astera-labs__manufactures,risk_mitigation,en,There is no alternative foundry for these parts.
edge,tsmc__broadcom__manufactures,risk_mitigation,en,Some capacity is being moved to the US.
edge,tsmc__credo__manufactures,risk_mitigation,en,There is no alternative foundry.
edge,tsmc__cuda__enables,risk_mitigation,en,Without leading-edge manufacturing the programming environment has nothing to run on.
edge,tsmc__google__manufactures,risk_mitigation,en,Google spreads the work across several chip designers.
edge,tsmc__nvidia__manufactures,risk_mitigation,en,A second foundry as insurance; some capacity moved to the US.
edge,tsmc__nvidia__packages,risk_mitigation,en,Packaging capacity expanded and independent contractors brought in.
edge,usa__nvidia__controls_access_to,risk_mitigation,en,A restriction-compliant version of the accelerator shipped; lobbying to soften the rules continues.
edge,vertiv__nvidia__co_designs,risk_mitigation,en,Hyperscalers may standardise on their own cooling design.
edge,vllm__nvidia__validates_demand,risk_mitigation,en,"The engine supports other vendors' accelerators too, which loosens the tie."
edge,wistron__nvidia__integrates,risk_mitigation,en,Volumes redistribute between contractors within a quarter.
edge,a16z__databricks__invests_in,note,en,Venture capital in a data platform at the application layer.
edge,amazon__anthropic__invests_in,note,en,"Convertible notes, part of them converted into non-voting stock: the cloud is funding its own customer."
edge,amazon__anthropic__supplies,note,en,The cloud sells the lab up to five gigawatts of capacity on its own accelerators — alongside the investments already recorded.
edge,amazon__cuda__locks_in_platforms,note,en,The second cloud is locked at the same level: customers demand compatibility with the anchor's environment.
edge,amazon__nvidia__customer_of,note,en,The second giant cloud among the largest buyers.
edge,amazon__nvidia__threatens,note,en,The cloud's own accelerators cover part of its training and inference.
edge,amd__cuda__could_disrupt,note,en,The competitor's open programming environment is the only named way out of the lock.
edge,amd__cuda__is_alternative_to,note,en,"AMD's open environment is a viable replacement path, not market competition: it is supported by the same training library."
edge,amd__nvidia__competes_with,note,en,"A direct competitor in accelerators, dependent on the same foundry and the same memory suppliers."
edge,amd__pytorch__enables,note,en,The training library also builds for AMD accelerators: this is the only named path out of the NVIDIA environment's lock.
edge,amd__tsmc__manufactures,note,en,The anchor's competitor makes its chips at the same foundry: the bottleneck is shared by both.
edge,amkor__astera-labs__packages,note,en,The second packaging contractor for connectivity silicon.
edge,amkor__broadcom__packages,note,en,The second packaging contractor for custom silicon.
edge,amkor__credo__packages,note,en,Packaging for rack connectivity silicon.
edge,amkor__nvidia__packages,note,en,"The second independent packaging contractor, with sites in the US."
edge,anthropic__amazon__strategic_partner,note,en,The cloud put billions into the lab and became its principal infrastructure partner.
edge,anthropic__google-cloud__customer_of,note,en,The other side of the same deal: for the cloud this is one of its largest capacity contracts.
edge,anthropic__nvidia__customer_of,note,en,A second lab buying compute — demand is not concentrated in one company.
edge,anthropic__nvidia__validates_demand,note,en,"A second proof of demand: with a single buyer, the entire build-out would hang on it."
edge,applied-materials__samsung__supplies,note,en,The second large customer of the equipment supplier by disclosed concentration.
edge,applied-materials__tsmc__supplies,note,en,"Deposition equipment; customer concentration is disclosed without names, but the foundry is in the top two."
edge,arista__meta__supplies,note,en,The second large switching customer by disclosed concentration.
edge,arista__microsoft__supplies,note,en,Cluster switching at a hyperscaler: two customers account for more than 40% of the supplier's revenue.
edge,arista__nvidia__competes_with,note,en,"Cluster fabrics: the anchor's own protocol is sold as a package with the accelerators, which squeezes out the independent supplier."
edge,arm__intel__competes_with,note,en,The Arm architecture is taking datacenter share from x86; Intel names its growth directly in its competition section.
edge,arm__kubernetes__standardizes_on,note,en,The processor architecture is supported by the common container standard on the same terms as the rest.
edge,arm__nvidia__path_dependent_on,note,en,Server processor development on this architecture follows the requirements of the accelerator platforms.
edge,arm__nvidia__supplies,note,en,The instruction set behind the processors in the accelerator platforms.
edge,ase__astera-labs__packages,note,en,Packaging and test for connectivity silicon.
edge,ase__broadcom__packages,note,en,Packaging and test for custom silicon.
edge,ase__credo__packages,note,en,The second packaging contractor.
edge,ase__nvidia__packages,note,en,Independent die packaging alongside the foundry's own; there are two or three contractors at this scale.
edge,asml__tsmc__supplies,note,en,One company in the world makes the tools that print the finest features. Without them a leading-edge fab does not exist.
edge,astera-labs__nvidia__optimizes_for,note,en,"Connectivity silicon designed for one specific accelerator platform, and written into its reference designs."
edge,bis__nvidia__export_controlled_by,note,en,The agency that writes the chip export rules themselves. Exactly one published document closes an entire market.
edge,blackstone__anthropic__invests_in,note,en,The owner of datacenter sites took a stake in the lab that fills them.
edge,blackstone__digital-realty__invests_in,note,en,"The capital manager owns the site platforms outright, not stakes in them."
edge,bloom-energy__oracle__supplies,note,en,"Fuel cells deliver power on site, without waiting for a grid connection."
edge,boyd__nvidia__supplies,note,en,Thermal plates that pull heat straight off the accelerator die.
edge,broadcom__google__co_designs,note,en,The cloud's own accelerator is designed jointly with an outside chip developer.
edge,broadcom__nvidia__threatens,note,en,It designs the clouds their own accelerators — a direct alternative to buying from the anchor.
edge,broadcom__tsmc__customer_of,note,en,The designer of custom accelerators buys from the same foundry as the anchor: the bottleneck is shared.
edge,brookfield__amazon__supplies,note,en,The infrastructure owner sells the cloud wind and solar capacity under long-term contracts.
edge,brookfield__anthropic__invests_in,note,en,Infrastructure capital took a stake in the lab — a rare case of an energy owner funding its own consumer.
edge,brookfield__constellation__competes_with,note,en,Two generation owners competing for contracts with the sites.
edge,brookfield__crusoe__invests_in,note,en,Infrastructure capital in a cloud that builds sites at the energy source.
edge,brookfield__microsoft__supplies,note,en,The infrastructure owner supplies power to the giant cloud's sites.
edge,cadence__nvidia__enables,note,en,The other half of the duopoly: placing and routing billions of transistors.
edge,cadence__synopsys__competes_with,note,en,The two halves of the chip design software duopoly: each names the other as its first competitor.
edge,cfius__mgx__controls_access_to,note,en,The committee reviews foreign investment and can block a sovereign capital deal.
edge,cfius__nvidia__controls_access_to,note,en,Review of foreign participation stretches the timelines of the anchor's partnerships and acquisitions.
edge,china__deepseek__controls_access_to,note,en,The lab operates under Chinese jurisdiction and under the restrictions imposed in return.
edge,china__nvidia__subject_to_restriction,note,en,"The second-largest market, and one you cannot sell into without a licence. The restriction cuts both ways."
edge,chips-act__intel__controls_access_to,note,en,Subsidies change the economics of building fabs in the US and therefore strengthen the domestic manufacturer.
edge,cisco__arista__competes_with,note,en,The historical networking leader against a supplier purpose-built for clusters.
edge,coherent__nvidia__supplies,note,en,Optical modules for clusters; they support both the anchor's own protocol and the open standards.
edge,constellation__microsoft__supplies,note,en,A twenty-year nuclear power contract against datacenter demand: restarting a shut-down unit.
edge,coreweave__nvidia__customer_of,note,en,The independent cloud buys billions of dollars of accelerators and resells them as rental.
edge,coreweave__nvidia__proves_roi,note,en,A listed independent cloud proved that renting accelerators supports a real business.
edge,credo__nvidia__optimizes_for,note,en,"Active cables joining racks into a cluster, built around the anchor's platform."
edge,crusoe__nvidia__enables,note,en,"It builds sites directly at energy sources, removing the build's main constraint."
edge,cuda__huggingface__locks_in_developers,note,en,Models in the common hub are optimised for this environment: moving the whole ecosystem costs more than buying the hardware.
edge,cuda__nvidia__defines_category,note,en,Not merely a product but a frame: the industry describes AI compute in the terms the anchor introduced.
edge,cuda__nvidia__locks_in_platforms,note,en,The environment runs only on the anchor's accelerators: leaving them means the industry rewriting its code.
edge,cuda__pytorch__locks_in_developers,note,en,The training library builds for this environment and will not run on accelerators without it. In return: the library's ubiquity proves the environment's worth.
edge,databricks__huggingface__standardizes_on,note,en,The enterprise platform takes models from the common hub rather than training them from scratch.
edge,databricks__nvidia__proves_roi,note,en,"It shows that enterprise customers, not only labs, recover the cost of compute on their own data."
edge,deepseek__cuda__could_disrupt,note,en,Training a strong model more cheaply undermines the link between more accelerators and a better model.
edge,deepseek__huggingface__enables,note,en,The Chinese lab's open weights are published in the common hub and available to everyone.
edge,deepseek__nvidia__threatens,note,en,It showed a strong model trained on less compute — a challenge to the assumption that quality scales with purchases.
edge,dell__nvidia__delivers_to,note,en,It carries finished systems to the enterprise customers the anchor does not serve itself.
edge,delta-electronics__nvidia__optimizes_for,note,en,"Converters distributing power inside the rack, built to one generation's requirements."
edge,digital-realty__nvidia__enables,note,en,The second large operator of datacenter sites.
edge,digital-realty__oracle__supplies,note,en,Sites for cloud capacity.
edge,eaton__equinix__supplies,note,en,Power equipment at the neutral sites.
edge,eaton__microsoft__supplies,note,en,"Power equipment at the sites: switchgear, busways, protection. The delivery queue runs to years."
edge,equinix__coreweave__supplies,note,en,Neutral sites for the independent cloud's clusters.
edge,equinix__microsoft__supplies,note,en,Sites and connections for the giant cloud.
edge,equinix__nvidia__enables,note,en,Neutral sites and traffic exchange points through which clusters connect.
edge,eu-ai-act__openai__subject_to_restriction,note,en,The requirements on models fall first on the labs and on the application layer.
edge,eu__eu-ai-act__standardizes_on,note,en,The regulation is the instrument through which the bloc sets the rules for the AI market.
edge,eu__nvidia__subject_to_restriction,note,en,"European AI rules raise the cost of selling, but do not restrict manufacturing."
edge,fabrinet__cisco__integrates,note,en,The second large customer of the contract optics assembler — 18.2% of its revenue.
edge,fabrinet__coherent__integrates,note,en,Contract assembly of optical modules for several designers.
edge,fabrinet__nvidia__integrates,note,en,It assembles optical modules and sub-assemblies; the dependence runs one way — the anchor accounts for more than a quarter of its revenue.
edge,foxconn__broadcom__integrates,note,en,Contract assembly and test for the designer of custom silicon.
edge,foxconn__nvidia__integrates,note,en,"It assembles, tests and packages the anchor's finished products; it is named directly in the anchor's filings."
edge,ge-vernova__microsoft__supplies,note,en,"Gas turbines for the sites: the fastest way to deliver a lot of power, but the queue runs to years."
edge,google-cloud__amazon__competes_with,note,en,Both clouds sell the same lab capacity on their own accelerators.
edge,google-cloud__anthropic__supplies,note,en,The lab chose this cloud as a capacity supplier and expanded the order to a million accelerators.
edge,google-cloud__google-deepmind__enables,note,en,A lab inside the same corporation trains on this cloud's capacity and its silicon.
edge,google-cloud__google__funded_by,note,en,"The cloud is a division of the parent company: its chips, its lab, its money."
edge,google-cloud__microsoft__competes_with,note,en,The third giant cloud competes with the first two for the same lab contracts.
edge,google-deepmind__google__funded_by,note,en,A lab inside the cloud: it trains on its owner's own silicon.
edge,google-deepmind__nvidia__threatens,note,en,The only frontier lab training on its own owner's silicon — living proof that an alternative exists.
edge,google__anthropic__supplies,note,en,Google sells the lab capacity on its own accelerators — up to a million chips and five gigawatts under the latest agreements.
edge,google__broadcom__customer_of,note,en,The cloud pays an outside developer to design its own accelerator.
edge,google__nvidia__customer_of,note,en,The third giant cloud: it buys and builds its own alternative at the same time.
edge,google__nvidia__threatens,note,en,Its seventh-generation in-house accelerator covers part of the internal workload without purchases.
edge,huggingface__cuda__path_dependent_on,note,en,Published models are optimised for this environment first; the rest are supported later.
edge,huggingface__nvidia__validates_demand,note,en,Models published in the hub run above all on its accelerators: leaving means losing access to the ecosystem.
edge,huggingface__pytorch__standardizes_on,note,en,The common model library is built around the training library: this is where the whole ecosystem joins up.
edge,intel__nvidia__diversifies_supply,note,en,"The only leading-edge fab in the US: valuable geopolitically, not yet on volume."
edge,intel__tsmc__competes_with,note,en,It is trying to become the third foundry for leading-edge chips.
edge,japan__shin-etsu__geopolitically_dependent,note,en,Fab materials are made by a handful of Japanese companies; export measures have already been used.
edge,japan__tsmc__controls_access_to,note,en,Export measures on fab materials have already been used as a political instrument.
edge,jax__cuda__path_dependent_on,note,en,"The second training library also works through this environment, though it is developed around someone else's accelerator."
edge,jax__google__funded_by,note,en,The library is led by a company that has both its own cloud and its own accelerator.
edge,jax__pytorch__competes_with,note,en,The other half of the training library duopoly; the ecosystem is visibly smaller.
edge,kioxia__nvidia__supplies,note,en,Flash memory for the drives that hold training data. The most replaceable memory layer.
edge,kla__tsmc__supplies,note,en,"Defect inspection equipment: without it, yield on leading-edge nodes falls."
edge,lam-research__micron__supplies,note,en,The second memory maker named among the significant customers.
edge,lam-research__samsung__supplies,note,en,The third memory maker named among the significant customers.
edge,lam-research__sk-hynix__supplies,note,en,The memory maker is named among the equipment supplier's most significant customers.
edge,lam-research__tsmc__supplies,note,en,Etch and deposition equipment; the foundry is named among the most significant customers.
edge,lightspeed__anthropic__invests_in,note,en,Venture capital in the second lab.
edge,lite-on__supermicro__supplies,note,en,Power supplies for servers: an interchangeable component with many suppliers.
edge,marvell__nvidia__threatens,note,en,The second designer of custom accelerators for the clouds.
edge,meta__cuda__locks_in_platforms,note,en,The company that authored the training library is itself locked to the environment that library builds for.
edge,meta__huggingface__enables,note,en,The company's open models are published in the common hub and make it the centre of the ecosystem.
edge,meta__nvidia__customer_of,note,en,A large buyer that also handed the industry its main training library.
edge,meta__nvidia__validates_demand,note,en,Capital spending on infrastructure proves demand from a company that could have done without it.
edge,mgx__openai__invests_in,note,en,Abu Dhabi's sovereign capital among the four original capital holders of the build.
edge,mgx__softbank__strategic_partner,note,en,Sovereign and private capital in one construction consortium.
edge,micron__nvidia__supplies,note,en,The third memory supplier and the only one outside Korea: it lowers dependence on a single jurisdiction.
edge,micron__sk-hynix__competes_with,note,en,Competition to qualify next-generation memory at a shared customer.
edge,microsoft__blackrock__funded_by,note,en,Infrastructure capital funds the sites and the power behind cloud capacity.
edge,microsoft__coreweave__customer_of,note,en,For the independent cloud this is 67% of revenue: the dependence is one-way and critical.
